id,name,category,subcategory,niche,city,state,zip,phone,email,website,booking_url,verification_score,starting_price,price_mode,claim_status,duplicate_status,identity_key,source_file,last_verified
"honorhealth-utopia-phoenix-85027-424735f","HonorHealth - Utopia","Health And Care","Medical Clinic","Medical Clinic","Phoenix","AZ","85027","(623) 434-6200","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6234346200","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"honorhealth-john-c-lincoln-medical-center-phoenix-85020-119ed95","HonorHealth John C. Lincoln Medical Center","Health And Care","Medical Center","Medical Center","Phoenix","AZ","85020","(623) 434-6200 Ext.301276","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6234346200301276","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"horizon-safety-training-llc-tempe-85283-46a33a7","Horizon Safety Training, LLC","Local Services","Safety Training / Technical Training","Safety Training / Technical Training","Tempe","AZ","85283","(623) 748-8239","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6237488239","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"house-of-miracles-phoenix-85004-617bf08","House of Miracles","Health And Care","Health / Recovery Services","Health / Recovery Services","Phoenix","AZ","85004","(602) 488-8880","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024888880","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"hrr-team-real-estate-phoenix-85023-6cf0f64","HRR Team Real Estate","Real Estate And Property","Real Estate Team","Real Estate Team","Phoenix","AZ","85023","(623) 666-5953","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6236665953","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"idm-companies-scottsdale-85253-2ccb425","IDM Companies","Home Services","Real Estate Development / Multifamily","Real Estate Development / Multifamily","Scottsdale","AZ","85253","(480) 977-3477","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809773477","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"indy-by-industrious-phoenix-85004-c24b4e1","Indy by Industrious","Beauty And Wellness","Workspace / Office Rental","Workspace / Office Rental","Phoenix","AZ","85004","(480) 530-6227","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4805306227","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"inner-balance-yoga-phoenix-85006-39262d9","Inner Balance Yoga","Beauty And Wellness","Yoga / Wellness","Yoga / Wellness","Phoenix","AZ","85006","(480) 828-1430","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4808281430","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"instant-care-phoenix-85016-e97bcdc","Instant Care","Health And Care","Medical Care","Medical Care","Phoenix","AZ","85016","(602) 993-0297","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029930297","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"integrated-axis-technology-group-inc-scottsdale-85260-3a2c047","Integrated Axis Technology Group, Inc","Business Services","Technology Services","Technology Services","Scottsdale","AZ","85260","(602) 577-3033","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025773033","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"isaacson-law-firm-p-c-phoenix-85012-64dddca","Isaacson Law Firm, P.C.","Legal And Financial","Law Firm","Law Firm","Phoenix","AZ","85012","(602) 274-2200","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022742200","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"james-patrick-photography-phoenix-85040-41949b3","James Patrick Photography","Business Services","Commercial Photography / Video","Commercial Photography / Video","Phoenix","AZ","85040","(520) 409-5202","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:5204095202","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"kandid-clicks-photography-phoenix-85016-142a6ba","Kandid Clicks Photography","Creative Services","Photography","Photography","Phoenix","AZ","85016","(602) 818-8791","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028188791","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"kary-environmental-services-mesa-85210-f67bfa0","Kary Environmental Services","Local Services","Hazmat / Environmental Contracting","Hazmat / Environmental Contracting","Mesa","AZ","85210","(480) 945-0009","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809450009","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"kitchell-corp-phoenix-85016-1ebb247","Kitchell Corp.","Home Services","Construction / Project Services","Construction / Project Services","Phoenix","AZ","85016","(602) 264-4411","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6022644411","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"kp-staffing-peoria-85382-433f2cf","KP Staffing","Business Services","Staffing","Staffing","Peoria","AZ","85382","(623) 755-6619","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6237556619","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"kutak-rock-llp-scottsdale-85253-00c0044","Kutak Rock LLP","Legal And Financial","Law Firm","Law Firm","Scottsdale","AZ","85253","(480) 429-5000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804295000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"lamar-advertising-company-phoenix-85020-055cd5b","Lamar Advertising Company","Creative Services","Outdoor Advertising","Outdoor Advertising","Phoenix","AZ","85020","(602) 266-2187","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022662187","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"lamber-goodnow-phoenix-85016-8f1cc83","Lamber Goodnow","Legal And Financial","Personal Injury Law Firm","Personal Injury Law Firm","Phoenix","AZ","85016","(602) 274-9662","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022749662","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"laurel-tree-at-northern-phoenix-85021-f8b196e","Laurel Tree at Northern","Real Estate And Property","Apartment Community","Apartment Community","Phoenix","AZ","85021","(480) 506-8611","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805068611","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"law-bear-auto-accident-attorneys-phoenix-85016-111162c","Law Bear Auto Accident Attorneys","Auto Services","Auto Accident Law Firm","Auto Accident Law Firm","Phoenix","AZ","85016","(832) 274-4228","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8322744228","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"ldh-consulting-scottsdale-business-professional-services-f5a918c","LDH Consulting","Business Services","Consulting","Consulting","Scottsdale","AZ","","(480) 205-6195","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4802056195","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"lemonds-aveda-salon-spa-litchfield-park-85340-4966a5f","LeMonds Aveda Salon - Spa","Beauty And Wellness","Salon / Spa","Salon / Spa","Litchfield Park","AZ","85340","(623) 535-4967","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6235354967","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"let-s-get-moving-phoenix-phoenix-85034-0c4621e","Let's Get Moving Phoenix","Local Services","Moving Services","Moving Services","Phoenix","AZ","85034","(602) 806-7272","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028067272","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"litchfield-s-at-wigwam-arizona-litchfield-park-85340-7582d79","Litchfield's at Wigwam Arizona","Food And Events","Restaurant","Restaurant","Litchfield Park","AZ","85340","(623) 935-3811","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6239353811","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"living-rhythms-healing-arts-phoenix-85028-e3c05f8","Living Rhythms Healing Arts","Health And Care","Somatic Health / Healing Arts","Somatic Health / Healing Arts","Phoenix","AZ","85028","(602) 730-8285","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6027308285","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"localiq-az-republic-phoenix-85004-496a892","LocaliQ/AZ Republic","Creative Services","Local Media / Advertising","Local Media / Advertising","Phoenix","AZ","85004","(602) 444-8000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024448000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"lockology-at-35th-avenue-phoenix-85029-139e91f","Lockology at 35th Avenue","Local Services","Locksmith","Locksmith","Phoenix","AZ","85029","(602) 242-5429","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022425429","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"looking-forward-consulting-goodyear-85395-a814b0d","Looking Forward Consulting","Business Services","Organizational Development / Training","Organizational Development / Training","Goodyear","AZ","85395","(503) 490-7166","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:5034907166","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"lucid-private-offices-phoenix-85016-277ce05","Lucid Private Offices","Beauty And Wellness","Coworking / Executive Suites","Coworking / Executive Suites","Phoenix","AZ","85016","(602) 847-9835","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6028479835","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"lucid-private-offices-scottsdale-old-town-scottsdale-85251-5309fdb","Lucid Private Offices-Scottsdale/Old Town","Auto Services","Coworking / Executive Suites","Coworking / Executive Suites","Scottsdale","AZ","85251","(480) 780-1507","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807801507","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"lunar-pest-control-chandler-85224-60909db","Lunar Pest Control","Home Services","Pest Control","Pest Control","Chandler","AZ","85224","(480) 864-2728","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4808642728","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"manheim-phoenix-tolleson-85353-891f002","Manheim Phoenix","Auto Services","Auto Auction / Remarketing","Auto Auction / Remarketing","Tolleson","AZ","85353","(623) 907-7000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6239077000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"maricopa-county-medical-society-phoenix-85004-c9ae9c0","Maricopa County Medical Society","Health And Care","Medical Association","Medical Association","Phoenix","AZ","85004","(602) 209-9867","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022099867","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"maricopa-county-workforce-development-board-phoenix-85003-445a288","Maricopa County Workforce Development Board","Local Services","Workforce Development","Workforce Development","Phoenix","AZ","85003","(602) 506-0153","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025060153","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"mark-taylor-residential-scottsdale-85251-401ed3e","Mark-Taylor Residential","Real Estate And Property","Residential Property Management","Residential Property Management","Scottsdale","AZ","85251","(480) 991-9111","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809919111","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"mbi-industrial-medicine-phoenix-85019-d253c0d","MBI Industrial Medicine","Health And Care","Occupational Health","Occupational Health","Phoenix","AZ","85019","(602) 399-0167","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023990167","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"mbps-phoenix-85004-534c364","MBPS","Business Services","Technology Services","Technology Services","Phoenix","AZ","85004","888-656-MBPS","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:888656","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"mccarthy-building-companies-inc-phoenix-85016-50b3c97","McCarthy Building Companies, Inc.","Home Services","Construction Contractor","Construction Contractor","Phoenix","AZ","85016","(480) 449-4700","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804494700","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"mccd-small-business-development-center-phoenix-85034-223045a","MCCD Small Business Development Center","Local Services","Small Business Development Center","Small Business Development Center","Phoenix","AZ","85034","(480) 784-0590","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807840590","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"mcrae-specialty-services-phoenix-85028-54cf4fe","McRae Specialty Services","Local Services","Specialty Services","Specialty Services","Phoenix","AZ","85028","(602) 529-8674","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025298674","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"medaire-an-international-sos-company-phoenix-85016-1af3d02","MedAire, an International SOS Company","Health And Care","Medical Assistance / Travel Health","Medical Assistance / Travel Health","Phoenix","AZ","85016","(480) 333-3700","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4803333700","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"merger-global-group-llc-phoenix-85016-9e5f2f6","Merger Global Group LLC","Local Services","M&A / Business Advisory","M&A / Business Advisory","Phoenix","AZ","85016","(480) 577-5722","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805775722","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"metromerch-phx-phoenix-85051-fc83f78","MetroMerch Phx","Retail And Specialty","Merchandise / Retail","Merchandise / Retail","Phoenix","AZ","85051","(323) 825-9815","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:3238259815","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"milano-nail-spa-madison-village-llc-phoenix-85020-e20bbbe","Milano Nail Spa Madison Village LLC.","Beauty And Wellness","Nail Spa","Nail Spa","Phoenix","AZ","85020","(602) 334-1051","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023341051","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"milligan-lawless-p-c-phoenix-85018-94ab8a4","Milligan Lawless P.C.","Legal And Financial","Law Firm","Law Firm","Phoenix","AZ","85018","(602) 792-3500","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6027923500","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"molera-alvarez-llc-phoenix-85016-03fcfc9","Molera Alvarez, LLC","Business Services","Public Affairs / Consulting","Public Affairs / Consulting","Phoenix","AZ","85016","(602) 279-9925","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022799925","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"moon-valley-nursery-scottsdale-85260-59a9ca0","Moon Valley Nursery","Local Services","Landscaping / Nursery","Landscaping / Nursery","Scottsdale","AZ","85260","(480) 374-3964","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4803743964","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"mtc-phoenix-85016-bccd8db","MTC","Business Services","Technology / Telecom Services","Technology / Telecom Services","Phoenix","AZ","85016","(480) 896-2576","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4808962576","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"national-technical-institute-phoenix-85040-154cddf","National Technical Institute","Local Services","Trades Training / HVAC","Trades Training / HVAC","Phoenix","AZ","85040","(480) 591-4000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4805914000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"network-thinking-solutions-phoenix-85016-6d2ff87","Network Thinking Solutions","Business Services","Managed IT / Cloud Security","Managed IT / Cloud Security","Phoenix","AZ","85016","(818) 707-7705","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8187077705","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"new-frontier-immigration-law-glendale-85301-6f82118","New Frontier Immigration Law","Legal And Financial","Immigration Law Firm","Immigration Law Firm","Glendale","AZ","85301","(623) 742-5400","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6237425400","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"nothing-bundt-cakes-phoenix-85042-1386855","Nothing Bundt Cakes","Food And Events","Bakery / Retail Food","Bakery / Retail Food","Phoenix","AZ","85042","(915) 309-6922","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:9153096922","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"nuvodia-chandler-85226-207c985","Nuvodia","Business Services","Technology Services / Managed IT","Technology Services / Managed IT","Chandler","AZ","85226","(480) 469-8899","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804698899","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"oasis-senior-advisors-buckeye-85396-2ee1b8d","Oasis Senior Advisors","Local Services","Senior Living Advisory","Senior Living Advisory","Buckeye","AZ","85396","(602) 562-6050","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025626050","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"one-community-media-llc-phoenix-85013-f3b28e8","One Community Media, LLC","Creative Services","Media / Publishing","Media / Publishing","Phoenix","AZ","85013","(480) 355-0088","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4803550088","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"one-stop-auto-body-and-paint-phoenix-85027-2a50d90","One Stop Auto Body & Paint","Auto Services","Auto Body / Paint","Auto Body / Paint","Phoenix","AZ","85027","(602) 944-0880","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029440880","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"pacific-office-automation-phoenix-85008-01313eb","Pacific Office Automation","Auto Services","Office Equipment / Automation","Office Equipment / Automation","Phoenix","AZ","85008","(480) 305-5500","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4803055500","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"paragon-pro-rentals-buckeye-85326-2c34959","Paragon Pro Rentals","Real Estate And Property","Equipment Rentals","Equipment Rentals","Buckeye","AZ","85326","(833) 404-7368","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8334047368","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"payroad-inc-phoenix-85016-55c024d","PayRoad Inc.","Local Services","Conversational AI / Payments","Conversational AI / Payments","Phoenix","AZ","85016","(650) 449-4179","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6504494179","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"penske-used-truck-center-phoenix-85004-923c61f","Penske Used Truck Center","Business Services","Truck Sales / Transport","Truck Sales / Transport","Phoenix","AZ","85004","(602) 282-1705","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022821705","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"peters-cannata-and-moody-plc-phoenix-85012-5fb0e71","Peters, Cannata & Moody, PLC","Legal And Financial","Legal / Law Firm","Legal / Law Firm","Phoenix","AZ","85012","(602) 248-2900","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022482900","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"phoenix-az-ad-agency-phoenix-85012-4fa4c7d","Phoenix AZ Ad Agency","Creative Services","Advertising / Web Design","Advertising / Web Design","Phoenix","AZ","85012","(602) 641-8210","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6026418210","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"phoenix-pawn-and-gold-phoenix-85009-cc4d93c","Phoenix Pawn and Gold","Retail And Specialty","Pawn / Gold","Pawn / Gold","Phoenix","AZ","85009","(602) 272-3449","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022723449","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"phoenix-realtors-phoenix-85020-6aeca57","Phoenix REALTORS","Real Estate And Property","Real Estate Association","Real Estate Association","Phoenix","AZ","85020","(602) 246-1012","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022461012","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"pinnacle-business-solutions-scottsdale-85255-9cc79f2","Pinnacle Business Solutions","Local Services","CPA / Business Services","CPA / Business Services","Scottsdale","AZ","85255","(480) 980-3977","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809803977","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"pinnacle-public-affairs-phoenix-85018-d525d0e","Pinnacle Public Affairs","Creative Services","Public Affairs","Public Affairs","Phoenix","AZ","85018","(480) 535-3395","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805353395","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"pipeline-media-agency-phoenix-85016-90be219","Pipeline Media Agency","Creative Services","Media Agency","Media Agency","Phoenix","AZ","85016","(602) 851-1791","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028511791","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"platz-juris-pllc-phoenix-85016-4e77b1f","PLATZ JURIS, PLLC","Legal And Financial","IP / Business / Litigation Law","IP / Business / Litigation Law","Phoenix","AZ","85016","(480) 570-8558","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805708558","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"policy-az-llc-phoenix-85020-315362e","Policy AZ, LLC","Creative Services","Public Affairs / Policy","Public Affairs / Policy","Phoenix","AZ","85020","(602) 882-9606","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028829606","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"policy-development-group-inc-phoenix-85012-042d5db","Policy Development Group, Inc.","Business Services","Public Policy / Consulting","Public Policy / Consulting","Phoenix","AZ","85012","(602) 274-4244","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022744244","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"premier-expeditors-inc-mesa-85206-4ad138c","Premier Expeditors Inc","Business Services","Expedited Logistics","Expedited Logistics","Mesa","AZ","85206","(623) 866-8434","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6238668434","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"price-4-limo-phoenix-phoenix-85003-3903bb5","Price 4 Limo Phoenix","Business Services","Charter Bus / Limo Service","Charter Bus / Limo Service","Phoenix","AZ","85003","(866) 265-5479","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8662655479","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"public-policy-partners-phoenix-85003-fbc0311","Public Policy Partners","Business Services","Public Policy / Consulting","Public Policy / Consulting","Phoenix","AZ","85003","(602) 200-6777","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022006777","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"qdi-quarries-direct-international-llc-phoenix-85009-95f1d7c","QDI - Quarries Direct International, LLC","Home Services","Stone / Construction Materials","Stone / Construction Materials","Phoenix","AZ","85009","(602) 269-7900","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022697900","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"quantum-qarat-phoenix-85016-634059c","Quantum Qarat","Retail And Specialty","Jewelry / Specialty Retail","Jewelry / Specialty Retail","Phoenix","AZ","85016","(480) 221-5194","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4802215194","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"s-c-communications-phoenix-85018-66d126d","S+C Communications","Creative Services","Communications / PR","Communications / PR","Phoenix","AZ","85018","(602) 677-5422","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026775422","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"s2rc-phoenix-85028-5cbbb77","S2RC","Creative Services","Tech / AI / Training Solutions","Tech / AI / Training Solutions","Phoenix","AZ","85028","(602) 708-8450","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6027088450","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"sa-recycling-phoenix-85009-57ce81c","SA Recycling","Home Services","Recycling / Materials","Recycling / Materials","Phoenix","AZ","85009","(602) 447-3000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024473000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"schmitt-jewelers-phoenix-85018-6eccca7","Schmitt Jewelers","Retail And Specialty","Jewelry","Jewelry","Phoenix","AZ","85018","(602) 840-1144","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028401144","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"scott-s-automotive-phoenix-85014-5c5fdee","Scott's Automotive","Auto Services","Auto Repair/maintenance","Auto Repair/maintenance","Phoenix","AZ","85014","(602) 237-5237","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022375237","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
