lead_id,company_name,business_type,category_bucket,niche,city,state,zip,phone,address,website,source_url,source_lines,business_verified,claim_status,accepts_requests,last_verified,tags,verification_notes,outreach_fit,notes
VV-0282,"Gallagher & Kennedy, P.A.",Legal / Professional Services / Law firm,Legal / Professional Services,Law firm,Phoenix,AZ,85016,(602) 530-8000,"2575 E. Camelback Rd., Ste. 1100, Phoenix, AZ 85016",gknet.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L717-L722,false,unclaimed,true,2026-05-19,Law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L717-L722.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0283,Gensler,Business & Professional Services / Architecture / design,Business & Professional Services,Architecture / design,Phoenix,AZ,85016,(602) 523-4900,"2575 E. Camelback Rd., Ste. 175, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L724-L729,false,unclaimed,true,2026-05-19,Architecture / design|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L724-L729.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0284,GH2 Architects,Business & Professional Services / Architecture,Business & Professional Services,Architecture,Scottsdale,AZ,85257,(480) 699-1945,"1375 N. Scottsdale Rd. #180, Scottsdale, AZ 85257",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L731-L736,false,unclaimed,true,2026-05-19,Architecture|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L731-L736.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0285,Grand Canyon Law Group,Legal / Professional Services / Criminal defense law firm,Legal / Professional Services,Criminal defense law firm,Phoenix,AZ,85012,(480) 400-5555,"76 E. Mitchell Drive, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L738-L746,false,unclaimed,true,2026-05-19,Criminal defense law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L738-L746.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0286,Greater Phoenix Gay & Lesbian Chamber of Commerce,Business & Professional Services / Business chamber / association,Business & Professional Services,Business chamber / association,Phoenix,AZ,85001,(480) 748-6681,"3819 N. 3rd St., Ste. B, Phoenix, AZ 85001-2097",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L758-L762,false,unclaimed,true,2026-05-19,Business chamber / association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L758-L762.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0287,"Greenberg Traurig, LLP",Legal / Professional Services / Law firm,Legal / Professional Services,Law firm,Phoenix,AZ,85016,(602) 445-8000,"2375 E. Camelback Rd. Suite 800, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L764-L769,false,unclaimed,true,2026-05-19,Law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L764-L769.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0288,Hallier Stearns Brierley PLC,Legal / Professional Services / Law firm,Legal / Professional Services,Law firm,Phoenix,AZ,85018,(602) 285-5500,"5090 N. 40th St., Ste. 210, Phoenix, AZ 85018-9184",hallierlaw.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L778-L783,false,unclaimed,true,2026-05-19,Law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L778-L783.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0289,"HDR Engineering, Inc.",Business & Professional Services / Engineering,Business & Professional Services,Engineering,Phoenix,AZ,85012,(602) 522-7700,"20 East Thomas Road, Suite 2500, Phoenix, AZ 85012",hdrinc.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L792-L797,false,unclaimed,true,2026-05-19,Engineering|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L792-L797.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0290,Hirsch Talcott LLC,Legal / Professional Services / Personal injury / family law firm,Legal / Professional Services,Personal injury / family law firm,Phoenix,AZ,85014,(602) 610-0260,"1212 E. Osborn Rd., Phoenix, AZ 85014",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L799-L808,false,unclaimed,true,2026-05-19,Personal injury / family law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L799-L808.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0291,"Huitt-Zollars, Inc.",Business & Professional Services / Engineering / architecture,Business & Professional Services,Engineering / architecture,Phoenix,AZ,85018,(602) 252-8384,"5050 N. 40th St., Ste. 100, Phoenix, AZ 85018",huitt-zollars.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L811-L815,false,unclaimed,true,2026-05-19,Engineering / architecture|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L811-L815.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0292,Indy by Industrious,Business & Professional Services / Coworking / office space,Business & Professional Services,Coworking / office space,Phoenix,AZ,85004,(480) 530-6227,"201 E. Washington St. 5th Floor, Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L817-L822,false,unclaimed,true,2026-05-19,Coworking / office space|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L817-L822.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0293,"Integrity A/C & Heating, LLC",Business & Professional Services / HVAC contractor,Business & Professional Services,HVAC contractor,Phoenix,AZ,85024,(602) 971-0567,"2250 E. Rose Garden Loop, Phoenix, AZ 85024-4447",integrity-hvac.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L831-L836,false,unclaimed,true,2026-05-19,HVAC contractor|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L831-L836.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0294,"Isaacson Law Firm, P.C.",Legal / Professional Services / Law firm,Legal / Professional Services,Law firm,Phoenix,AZ,85012,(602) 274-2200,"3101 N. Central Ave., Ste. 740, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L838-L843,false,unclaimed,true,2026-05-19,Law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L838-L843.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0295,Jani-King of Phoenix,Business & Professional Services / Commercial cleaning / janitorial,Business & Professional Services,Commercial cleaning / janitorial,Phoenix,AZ,85020,(602) 433-0550,"7740 N. 16th St., Ste. 110, Phoenix, AZ 85020",janiking.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L845-L853,false,unclaimed,true,2026-05-19,Commercial cleaning / janitorial|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L845-L853.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0296,Kary Environmental Services,Business & Professional Services / Hazmat / environmental contracting,Business & Professional Services,Hazmat / environmental contracting,Mesa,AZ,85210,(480) 945-0009,"641 S Drew St, Mesa, AZ 85210",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L861-L868,false,unclaimed,true,2026-05-19,Hazmat / environmental contracting|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L861-L868.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0297,Kitchell Corp.,Business & Professional Services / Construction / project services,Business & Professional Services,Construction / project services,Phoenix,AZ,85016,(602) 264-4411,"1707 E. Highland Ave., Ste. 100, Phoenix, AZ 85016-4662",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L870-L874,false,unclaimed,true,2026-05-19,Construction / project services|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L870-L874.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0298,KP Staffing,Business & Professional Services / Staffing,Business & Professional Services,Staffing,Peoria,AZ,85382,(623) 755-6619,"8996 W Union Hills Dr Suite 104, Peoria, AZ 85382",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L883-L888,false,unclaimed,true,2026-05-19,Staffing|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L883-L888.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0299,Kutak Rock LLP,Legal / Professional Services / Law firm,Legal / Professional Services,Law firm,Scottsdale,AZ,85253,(480) 429-5000,"8601 N. Scottsdale Rd., Ste. 300, Scottsdale, AZ 85253",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L896-L901,false,unclaimed,true,2026-05-19,Law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L896-L901.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0300,Lamber Goodnow,Legal / Professional Services / Personal injury law firm,Legal / Professional Services,Personal injury law firm,Phoenix,AZ,85016,(602) 274-9662,"2394 E Camelback Rd #600, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L903-L908,false,unclaimed,true,2026-05-19,Personal injury law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L903-L908.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0301,Law Bear Auto Accident Attorneys,Legal / Professional Services / Auto accident law firm,Legal / Professional Services,Auto accident law firm,Phoenix,AZ,85016,(832) 274-4228,"2375 E. Camelback Rd. Suite 635, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L910-L914,false,unclaimed,true,2026-05-19,Auto accident law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L910-L914.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0302,LDH Consulting,Business & Professional Services / Consulting,Business & Professional Services,Consulting,Scottsdale,AZ,,(480) 205-6195,"Scottsdale, AZ",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L916-L921,false,unclaimed,true,2026-05-19,Consulting|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L916-L921.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0303,Let's Get Moving Phoenix,Business & Professional Services / Moving services,Business & Professional Services,Moving services,Phoenix,AZ,85034,(602) 806-7272,"1005 E Madison St #2, Phoenix, AZ 85034",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L923-L928,false,unclaimed,true,2026-05-19,Moving services|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L923-L928.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0304,Lockology at 35th Avenue,Business & Professional Services / Locksmith,Business & Professional Services,Locksmith,Phoenix,AZ,85029,(602) 242-5429,"12450 N. 35th Avenue, Phoenix, AZ 85029",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L930-L934,false,unclaimed,true,2026-05-19,Locksmith|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L930-L934.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0305,Looking Forward Consulting,Business & Professional Services / Organizational development / training,Business & Professional Services,Organizational development / training,Goodyear,AZ,85395,(503) 490-7166,"15324 W. Roma Ave., Goodyear, AZ 85395",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L936-L943,false,unclaimed,true,2026-05-19,Organizational development / training|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L936-L943.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0306,Lucid Private Offices,Business & Professional Services / Coworking / executive suites,Business & Professional Services,Coworking / executive suites,Phoenix,AZ,85016,(602) 847-9835,"2325 E. Camelback Rd. Suite 400, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L945-L949,false,unclaimed,true,2026-05-19,Coworking / executive suites|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L945-L949.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0307,Lucid Private Offices-Scottsdale/Old Town,Business & Professional Services / Coworking / executive suites,Business & Professional Services,Coworking / executive suites,Scottsdale,AZ,85251,(480) 780-1507,"4800 N. Scottsdale Rd. Suite 4500, Scottsdale, AZ 85251",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L951-L958,false,unclaimed,true,2026-05-19,Coworking / executive suites|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L951-L958.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0308,Manheim Phoenix,Business & Professional Services / Auto auction / remarketing,Business & Professional Services,Auto auction / remarketing,Tolleson,AZ,85353,(623) 907-7000,"201 N. 83rd Ave., Tolleson, AZ 85353",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L966-L971,false,unclaimed,true,2026-05-19,Auto auction / remarketing|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L966-L971.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0309,Maricopa County Workforce Development Board,Business & Professional Services / Workforce development,Business & Professional Services,Workforce development,Phoenix,AZ,85003,(602) 506-0153,"301 W Jefferson St 9th Floor, Phoenix, AZ 85003",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L973-L978,false,unclaimed,true,2026-05-19,Workforce development|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L973-L978.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0310,MCCD Small Business Development Center,Business & Professional Services / Small business development center,Business & Professional Services,Small business development center,Phoenix,AZ,85034,(480) 784-0590,"108 N. 40th St., South Bldg., Phoenix, AZ 85034",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L993-L998,false,unclaimed,true,2026-05-19,Small business development center|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L993-L998.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0311,McRae Specialty Services,Business & Professional Services / Specialty services,Business & Professional Services,Specialty services,Phoenix,AZ,85028,(602) 529-8674,"11811 N Tatum Blvd. Suite 3031, Phoenix, AZ 85028",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1000-L1004,false,unclaimed,true,2026-05-19,Specialty services|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1000-L1004.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0312,Merger Global Group LLC,Business & Professional Services / M&A / business advisory,Business & Professional Services,M&A / business advisory,Phoenix,AZ,85016,(480) 577-5722,"2325 East Camelback Road Suite 400, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1006-L1011,false,unclaimed,true,2026-05-19,M&A / business advisory|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1006-L1011.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0313,Milligan Lawless P.C.,Legal / Professional Services / Law firm,Legal / Professional Services,Law firm,Phoenix,AZ,85018,(602) 792-3500,"5050 N. 40th Street Suite 200, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1013-L1021,false,unclaimed,true,2026-05-19,Law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1013-L1021.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0314,National Technical Institute,Business & Professional Services / Technical training,Business & Professional Services,Technical training,Phoenix,AZ,85040,(480) 591-4000,"3660 E. Wier Ave., Phoenix, AZ 85040",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1036-L1041,false,unclaimed,true,2026-05-19,Technical training|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1036-L1041.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0315,New Frontier Immigration Law,Legal / Professional Services / Immigration law firm,Legal / Professional Services,Immigration law firm,Glendale,AZ,85301,(623) 742-5400,"5710 W Camelback Rd, Glendale, AZ 85301",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1043-L1048,false,unclaimed,true,2026-05-19,Immigration law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1043-L1048.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0316,Oasis Senior Advisors,Business & Professional Services / Senior living advisory,Business & Professional Services,Senior living advisory,Buckeye,AZ,85396,(602) 562-6050,"2967 N. 310 Ln., Buckeye, AZ 85396",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1062-L1070,false,unclaimed,true,2026-05-19,Senior living advisory|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1062-L1070.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0317,"Omega Test & Balance, LLC",Business & Professional Services / HVAC testing / balancing,Business & Professional Services,HVAC testing / balancing,Phoenix,AZ,85029,(602) 441-4727,"2032 W. Lone Cactus Dr., Phoenix, AZ 85029",omegatab.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1072-L1078,false,unclaimed,true,2026-05-19,HVAC testing / balancing|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1072-L1078.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0318,"One Community Media, LLC",Business & Professional Services / Media / publishing,Business & Professional Services,Media / publishing,Phoenix,AZ,85013,(480) 355-0088,"PO Box 17836, Phoenix, AZ 85013",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1080-L1084,false,unclaimed,true,2026-05-19,Media / publishing|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1080-L1084.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0319,"O'Neil Printing, Inc.",Business & Professional Services / Printing services,Business & Professional Services,Printing services,Phoenix,AZ,85040,(602) 258-7789,"4303 E. Cotton Center Blvd. Suite 100, Phoenix, AZ 85040",oneilprint.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1086-L1092,false,unclaimed,true,2026-05-19,Printing services|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1086-L1092.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0320,Pacific Office Automation,Business & Professional Services / Office equipment / automation,Business & Professional Services,Office equipment / automation,Phoenix,AZ,85008,(480) 305-5500,"4501 E. McDowell Rd., Phoenix, AZ 85008",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1094-L1099,false,unclaimed,true,2026-05-19,Office equipment / automation|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1094-L1099.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0321,PalAmerican Security,Business & Professional Services / Security services,Business & Professional Services,Security services,Phoenix,AZ,85023,(602) 331-7000,"2555 W. Morningside Dr., Phoenix, AZ 85023",palamerican.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1101-L1106,false,unclaimed,true,2026-05-19,Security services|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1101-L1106.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0322,Phoenix REALTORS,Business & Professional Services / Real estate association,Business & Professional Services,Real estate association,Phoenix,AZ,85020,(602) 246-1012,"7878 N 16th St Suite 150, Phoenix, AZ 85020",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1139-L1147,false,unclaimed,true,2026-05-19,Real estate association|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1139-L1147.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0323,Pinnacle Business Solutions,Business & Professional Services / CPA / business services,Business & Professional Services,CPA / business services,Scottsdale,AZ,85255,(480) 980-3977,"19332 N. 100th Way, Scottsdale, AZ 85255",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L1154-L1163,false,unclaimed,true,2026-05-19,CPA / business services|Business & Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L1154-L1163.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0324,Banner University Medical Center,Health Care / Hospital,Health Care,Hospital,Phoenix,AZ,85006,(602) 839-2000,"1111 E. McDowell Rd., Phoenix, AZ 85006",,https://business.phoenixchamber.com/list/ql/health-care-11,L381-L386,false,unclaimed,true,2026-05-19,Hospital|Health Care|Healthcare / local provider|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L381-L386.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare / local provider,
VV-0325,Beatitudes Campus,Health Care / Senior living / care campus,Health Care,Senior living / care campus,Phoenix,AZ,85021,(602) 995-6100,"1610 W. Glendale Ave., Phoenix, AZ 85021",beatitudescampus.org,https://business.phoenixchamber.com/list/ql/health-care-11,L388-L393,false,unclaimed,true,2026-05-19,Senior living / care campus|Health Care|Healthcare / local provider|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L388-L393.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare / local provider,
VV-0326,Breakthrough T1D - Desert West Chapter,Health Care / Health nonprofit,Health Care,Health nonprofit,Phoenix,AZ,85018,(602) 224-1800,"4343 E. Camelback Rd. Suite 100, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/health-care-11,L403-L407,false,unclaimed,true,2026-05-19,Health nonprofit|Health Care|Healthcare / nonprofit|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L403-L407.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare / nonprofit,
VV-0327,Bridgeway Health Solutions,Health Care / Health solutions / managed care,Health Care,Health solutions / managed care,Tempe,AZ,85281,(866) 475-3129,"1230 W. Washington St., Ste. 401, Tempe, AZ 85281",bridgewayhs.com,https://business.phoenixchamber.com/list/ql/health-care-11,L409-L415,false,unclaimed,true,2026-05-19,Health solutions / managed care|Health Care|Healthcare / local provider|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L409-L415.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare / local provider,
VV-0328,Choice Hospice,Health Care / Hospice care,Health Care,Hospice care,Phoenix,AZ,85016,(602) 795-9705,"2111 E Highland Ave Suite B425, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/health-care-11,L451-L456,false,unclaimed,true,2026-05-19,Hospice care|Health Care|Healthcare / local provider|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L451-L456.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare / local provider,
VV-0329,Circle the City,Health Care / Community health nonprofit,Health Care,Community health nonprofit,Phoenix,AZ,85013,(602) 776-0776,"300 W. Clarendon Ave Suite 200, Phoenix, AZ 85013",,https://business.phoenixchamber.com/list/ql/health-care-11,L465-L470,false,unclaimed,true,2026-05-19,Community health nonprofit|Health Care|Healthcare / nonprofit|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L465-L470.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare / nonprofit,
